OBJECTID,Id,Municipali,acres,LASTUPDATE,LASTEDITOR,created_user,created_date,last_edited_user,last_edited_date,AL911_ID,ShapeSTArea,ShapeSTLength
5878,1,Montgomery,165,2024/09/19 00:00:00+00,ACB-Annex ORD 47-2024,NPJACKSON,2025/04/02 15:43:10+00,NPJACKSON,2025/04/02 15:43:10+00,,4590988121.03154,768078.879971102
